"","monitoring_location_id","activity_media_name","activity_media_subdivision_name","activity_id","activity_start_date","activity_start_time","activity_end_date","activity_end_time","activity_latitude","activity_longitude","activity_source_map_scale","activity_type","activity_depth_height_measure","activity_depth_height_unit","activity_top_depth_height_measure","activity_top_depth_height_unit","activity_bottom_depth_height_measure","activity_bottom_depth_height_unit","activity_relative_depth_name","activity_comment","characteristic_name","result_analytical_method_id","result_analytical_method_context","method_speciation","result_value","result_unit","result_qualifier","result_weight_basis","statistical_base_code","result_sample_fraction","result_value_type","result_comment","sample_collection_method_id","equipment_id","result_detection_condition","result_detection_limit_type_1","result_detection_limit_value_1","result_detection_limit_unit_1","result_detection_limit_type_2","result_detection_limit_value_2","result_detection_limit_unit_2","laboratory_accreditation_indicator","laboratory_name","laboratory_sample_id","analysis_start_date","analysis_start_time","biological_intent","subject_taxonomic_name","thermal_preservative","sample_container_type","sample_container_color","chemical_preservative","flag","time_zone"
"48",10000020,"Water","Surface Water","10000020-2025-04-30-Ca-NA","2025-04-30","09:58:00.000000",NA,NA,60.48175453,-151.1306816,NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Calcium","200.8","USEPA",NA,0,"ug/L","U","Sampled",NA,"Unfiltered","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",500,"ug/L","Method Detection Level",375,"ug/L",NA,"SGS",1251731024,"2025-05-02","19:25:00",NA,NA,"Cold packs","Plastic Bottle","Opaque",NA,"N","AKDT"
"49",10000020,"Water","Surface Water","10000020-2025-04-30-Cu-NA","2025-04-30","09:58:00.000000",NA,NA,60.48175453,-151.1306816,NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Copper","200.8","USEPA",NA,0,"ug/L","U","Sampled",NA,"Unfiltered","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",3,"ug/L","Method Detection Level",2.25,"ug/L",NA,"SGS",1251731024,"2025-05-02","19:25:00",NA,NA,"Cold packs","Plastic Bottle","Opaque",NA,"N","AKDT"
"50",10000020,"Water","Surface Water","10000020-2025-04-30-Fe-NA","2025-04-30","09:58:00.000000",NA,NA,60.48175453,-151.1306816,NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Iron","200.8","USEPA",NA,0,"ug/L","U","Sampled",NA,"Unfiltered","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",250,"ug/L","Method Detection Level",188,"ug/L",NA,"SGS",1251731024,"2025-05-02","19:25:00",NA,NA,"Cold packs","Plastic Bottle","Opaque",NA,"N","AKDT"
"51",10000020,"Water","Surface Water","10000020-2025-04-30-Mg-NA","2025-04-30","09:58:00.000000",NA,NA,60.48175453,-151.1306816,NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Magnesium","200.8","USEPA",NA,0,"ug/L","U","Sampled",NA,"Unfiltered","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",50,"ug/L","Method Detection Level",37.5,"ug/L",NA,"SGS",1251731024,"2025-05-02","19:25:00",NA,NA,"Cold packs","Plastic Bottle","Opaque",NA,"N","AKDT"
"52",10000021,"Water","Surface Water","10000021-2025-04-30-Cu","2025-04-30","09:32:00.000000",NA,NA,60.476634,-151.082099,NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Copper","200.8","USEPA",NA,0,"ug/L","U","Sampled",NA,"Unfiltered","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",3,"ug/L","Method Detection Level",2.25,"ug/L",NA,"SGS",1251731008,"2025-05-02","15:39:00",NA,NA,"Cold packs","Plastic Bottle","Opaque",NA,"N","AKDT"
"53",10000021,"Water","Surface Water","10000021-2025-04-30-Zn","2025-04-30","09:32:00.000000",NA,NA,60.476634,-151.082099,NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Zinc","200.8","USEPA",NA,0,"ug/L","U","Sampled",NA,"Unfiltered","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",10,"ug/L","Method Detection Level",7.5,"ug/L",NA,"SGS",1251731008,"2025-05-02","15:39:00",NA,NA,"Cold packs","Plastic Bottle","Opaque",NA,"N","AKDT"
"54",10000021,"Water","Surface Water","10000021-2025-04-30-Total P","2025-04-30","09:32:00.000000",NA,NA,60.476634,-151.082099,NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Total Phosphorus","4500-P-E","APHA",NA,0,"mg/L","U","Sampled",NA,"Total","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",0.04,"mg/L","Method Detection Level",0.03,"mg/L",NA,"SGS",1251731008,"2025-05-07","09:41:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","H2SO4","N","AKDT"
"55",10000021,"Water","Surface Water","10000021-2025-04-30-As","2025-04-30","09:32:00.000000",NA,NA,60.476634,-151.082099,NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Arsenic","200.8","USEPA",NA,0,"ug/L","U","Sampled",NA,"Dissolved","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",5,"ug/L","Method Detection Level",3.75,"ug/L",NA,"SGS",1251731032,"2025-05-02","19:58:00",NA,NA,"Cold packs","Plastic Bottle","Opaque",NA,"N","AKDT"
"56",10000021,"Water","Surface Water","10000021-2025-04-30-Cd","2025-04-30","09:32:00.000000",NA,NA,60.476634,-151.082099,NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Cadmium","200.8","USEPA",NA,0,"ug/L","U","Sampled",NA,"Dissolved","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",0.5,"ug/L","Method Detection Level",0.375,"ug/L",NA,"SGS",1251731032,"2025-05-02","19:58:00",NA,NA,"Cold packs","Plastic Bottle","Opaque",NA,"N","AKDT"
"57",10000021,"Water","Surface Water","10000021-2025-04-30-Cr","2025-04-30","09:32:00.000000",NA,NA,60.476634,-151.082099,NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Chromium","200.8","USEPA",NA,0,"ug/L","U","Sampled",NA,"Dissolved","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",5,"ug/L","Method Detection Level",3.75,"ug/L",NA,"SGS",1251731032,"2025-05-02","19:58:00",NA,NA,"Cold packs","Plastic Bottle","Opaque",NA,"N","AKDT"
"58",10000021,"Water","Surface Water","10000021-2025-04-30-Cu","2025-04-30","09:32:00.000000",NA,NA,60.476634,-151.082099,NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Copper","200.8","USEPA",NA,0,"ug/L","U","Sampled",NA,"Dissolved","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",3,"ug/L","Method Detection Level",2.25,"ug/L",NA,"SGS",1251731032,"2025-05-02","19:58:00",NA,NA,"Cold packs","Plastic Bottle","Opaque",NA,"N","AKDT"
"59",10000022,"Water","Surface Water","10000022-2025-04-30-Zn","2025-04-30","10:30:00.000000",NA,NA,60.483364,-151.057656,NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Zinc","200.8","USEPA",NA,0,"ug/L","U","Sampled",NA,"Unfiltered","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",10,"ug/L","Method Detection Level",7.5,"ug/L",NA,"SGS",1251731009,"2025-05-02","15:51:00",NA,NA,"Cold packs","Plastic Bottle","Opaque",NA,"N","AKDT"
"60",10000022,"Water","Surface Water","10000022-2025-04-30-Cd","2025-04-30","10:30:00.000000",NA,NA,60.483364,-151.057656,NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Cadmium","200.8","USEPA",NA,0,"ug/L","U","Sampled",NA,"Dissolved","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",0.5,"ug/L","Method Detection Level",0.375,"ug/L",NA,"SGS",1251731033,"2025-05-02","20:01:00",NA,NA,"Cold packs","Plastic Bottle","Opaque",NA,"N","AKDT"
"61",10000022,"Water","Surface Water","10000022-2025-04-30-Cr","2025-04-30","10:30:00.000000",NA,NA,60.483364,-151.057656,NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Chromium","200.8","USEPA",NA,0,"ug/L","U","Sampled",NA,"Dissolved","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",5,"ug/L","Method Detection Level",3.75,"ug/L",NA,"SGS",1251731033,"2025-05-02","20:01:00",NA,NA,"Cold packs","Plastic Bottle","Opaque",NA,"N","AKDT"
"62",10000022,"Water","Surface Water","10000022-2025-04-30-Cu-DUP","2025-04-30","10:42:00.000000",NA,NA,60.483364,-151.057656,NA,"Quality Control Field Replicate Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Copper","200.8","USEPA",NA,0,"ug/L","U","Sampled",NA,"Dissolved","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",3,"ug/L","Method Detection Level",2.25,"ug/L",NA,"SGS",1251731034,"2025-05-02","20:04:00",NA,NA,"Cold packs","Plastic Bottle","Opaque",NA,"N","AKDT"
"63",10000022,"Water","Surface Water","10000022-2025-04-30-Pb-DUP","2025-04-30","10:42:00.000000",NA,NA,60.483364,-151.057656,NA,"Quality Control Field Replicate Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Lead","200.8","USEPA",NA,0,"ug/L","U","Sampled",NA,"Dissolved","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",2,"ug/L","Method Detection Level",1.5,"ug/L",NA,"SGS",1251731034,"2025-05-02","20:04:00",NA,NA,"Cold packs","Plastic Bottle","Opaque",NA,"N","AKDT"
"64",10000023,"Water","Surface Water","10000023-2025-04-30-Cu","2025-04-30","09:06:00.000000",NA,NA,60.480338,-151.030847,NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Copper","200.8","USEPA",NA,0,"ug/L","U","Sampled",NA,"Unfiltered","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",3,"ug/L","Method Detection Level",2.25,"ug/L",NA,"SGS",1251731011,"2025-05-02","15:57:00",NA,NA,"Cold packs","Plastic Bottle","Opaque",NA,"N","AKDT"
"65",10000023,"Water","Surface Water","10000023-2025-04-30-Cr","2025-04-30","09:06:00.000000",NA,NA,60.480338,-151.030847,NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Chromium","200.8","USEPA",NA,0,"ug/L","U","Sampled",NA,"Dissolved","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",5,"ug/L","Method Detection Level",3.75,"ug/L",NA,"SGS",1251731035,"2025-05-08","10:56:00",NA,NA,"Cold packs","Plastic Bottle","Opaque",NA,"N","AKDT"
"66",10000023,"Water","Surface Water","10000023-2025-04-30-Cu","2025-04-30","09:06:00.000000",NA,NA,60.480338,-151.030847,NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Copper","200.8","USEPA",NA,0,"ug/L","U","Sampled",NA,"Dissolved","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",3,"ug/L","Method Detection Level",2.25,"ug/L",NA,"SGS",1251731035,"2025-05-08","10:56:00",NA,NA,"Cold packs","Plastic Bottle","Opaque",NA,"N","AKDT"
"67",10000023,"Water","Surface Water","10000023-2025-04-30-Pb","2025-04-30","09:06:00.000000",NA,NA,60.480338,-151.030847,NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Lead","200.8","USEPA",NA,0,"ug/L","U","Sampled",NA,"Dissolved","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",2,"ug/L","Method Detection Level",1.5,"ug/L",NA,"SGS",1251731035,"2025-05-08","10:56:00",NA,NA,"Cold packs","Plastic Bottle","Opaque",NA,"N","AKDT"
"68",10000024,"Water","Surface Water","10000024-2025-04-30-Cu","2025-04-30","10:26:00.000000",NA,NA,60.489963,-150.860982,NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Copper","200.8","USEPA",NA,0,"ug/L","U","Sampled",NA,"Unfiltered","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",3,"ug/L","Method Detection Level",2.25,"ug/L",NA,"SGS",1251731012,"2025-05-02","16:00:00",NA,NA,"Cold packs","Plastic Bottle","Opaque",NA,"N","AKDT"
"69",10000024,"Water","Surface Water","10000024-2025-04-30-Cd","2025-04-30","10:26:00.000000",NA,NA,60.489963,-150.860982,NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Cadmium","200.8","USEPA",NA,0,"ug/L","U","Sampled",NA,"Dissolved","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",0.5,"ug/L","Method Detection Level",0.375,"ug/L",NA,"SGS",1251731036,"2025-05-08","10:59:00",NA,NA,"Cold packs","Plastic Bottle","Opaque",NA,"N","AKDT"
"70",10000024,"Water","Surface Water","10000024-2025-04-30-Cr","2025-04-30","10:26:00.000000",NA,NA,60.489963,-150.860982,NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Chromium","200.8","USEPA",NA,0,"ug/L","U","Sampled",NA,"Dissolved","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",5,"ug/L","Method Detection Level",3.75,"ug/L",NA,"SGS",1251731036,"2025-05-08","10:59:00",NA,NA,"Cold packs","Plastic Bottle","Opaque",NA,"N","AKDT"
"71",10000024,"Water","Surface Water","10000024-2025-04-30-Cu","2025-04-30","10:26:00.000000",NA,NA,60.489963,-150.860982,NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Copper","200.8","USEPA",NA,0,"ug/L","U","Sampled",NA,"Dissolved","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",3,"ug/L","Method Detection Level",2.25,"ug/L",NA,"SGS",1251731036,"2025-05-08","10:59:00",NA,NA,"Cold packs","Plastic Bottle","Opaque",NA,"N","AKDT"
"72",10000024,"Water","Surface Water","10000024-2025-04-30-Pb","2025-04-30","10:26:00.000000",NA,NA,60.489963,-150.860982,NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Lead","200.8","USEPA",NA,0,"ug/L","U","Sampled",NA,"Dissolved","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",2,"ug/L","Method Detection Level",1.5,"ug/L",NA,"SGS",1251731036,"2025-05-08","10:59:00",NA,NA,"Cold packs","Plastic Bottle","Opaque",NA,"N","AKDT"
"73",10000025,"Water","Surface Water","10000025-2025-04-30-Cd","2025-04-30","10:26:00.000000",NA,NA,60.498284,-150.863121,NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Cadmium","200.8","USEPA",NA,0,"ug/L","U","Sampled",NA,"Dissolved","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",0.5,"ug/L","Method Detection Level",0.375,"ug/L",NA,"SGS",1251731037,"2025-05-08","11:02:00",NA,NA,"Cold packs","Plastic Bottle","Opaque",NA,"N","AKDT"
"74",10000025,"Water","Surface Water","10000025-2025-04-30-Cr","2025-04-30","10:26:00.000000",NA,NA,60.498284,-150.863121,NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Chromium","200.8","USEPA",NA,0,"ug/L","U","Sampled",NA,"Dissolved","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",5,"ug/L","Method Detection Level",3.75,"ug/L",NA,"SGS",1251731037,"2025-05-08","11:02:00",NA,NA,"Cold packs","Plastic Bottle","Opaque",NA,"N","AKDT"
"75",10000025,"Water","Surface Water","10000025-2025-04-30-Cu","2025-04-30","10:26:00.000000",NA,NA,60.498284,-150.863121,NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Copper","200.8","USEPA",NA,0,"ug/L","U","Sampled",NA,"Dissolved","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",3,"ug/L","Method Detection Level",2.25,"ug/L",NA,"SGS",1251731037,"2025-05-08","11:02:00",NA,NA,"Cold packs","Plastic Bottle","Opaque",NA,"N","AKDT"
"76",10000025,"Water","Surface Water","10000025-2025-04-30-Pb","2025-04-30","10:26:00.000000",NA,NA,60.498284,-150.863121,NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Lead","200.8","USEPA",NA,0,"ug/L","U","Sampled",NA,"Dissolved","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",2,"ug/L","Method Detection Level",1.5,"ug/L",NA,"SGS",1251731037,"2025-05-08","11:02:00",NA,NA,"Cold packs","Plastic Bottle","Opaque",NA,"N","AKDT"
"77",10000027,"Water","Surface Water","10000027-2025-04-30-Total P","2025-04-30","09:26:00.000000",NA,NA,60.515441,-150.702069,NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Total Phosphorus","4500-P-E","APHA",NA,0,"mg/L","U","Sampled",NA,"Total","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",0.04,"mg/L","Method Detection Level",0.03,"mg/L",NA,"SGS",1251731015,"2025-05-07","09:55:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","H2SO4","N","AKDT"
"78",10000029,"Water","Surface Water","10000029-2025-04-30-Total P","2025-04-30","09:12:00.000000",NA,NA,60.481518,-150.632498,NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Total Phosphorus","4500-P-E","APHA",NA,0,"mg/L","U","Sampled",NA,"Total","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",0.04,"mg/L","Method Detection Level",0.03,"mg/L",NA,"SGS",1251731017,"2025-05-07","09:57:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","H2SO4","N","AKDT"
"79",10000030,"Water","Surface Water","10000030-2025-04-30-Total P","2025-04-30","09:25:00.000000",NA,NA,60.467517,-150.507789,NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Total Phosphorus","4500-P-E","APHA",NA,0,"mg/L","U","Sampled",NA,"Total","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",0.04,"mg/L","Method Detection Level",0.03,"mg/L",NA,"SGS",1251731018,"2025-05-07","09:58:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","H2SO4","N","AKDT"
"80",10000021,"Water","Surface Water","10000021-2025-04-30-Pb","2025-04-30","09:32:00.000000",NA,NA,60.476634,-151.082099,NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Lead","200.8","USEPA",NA,0,"ug/L","U","Sampled",NA,"Dissolved","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",2,"ug/L","Method Detection Level",1.5,"ug/L",NA,"SGS",1251731032,"2025-05-02","19:58:00",NA,NA,"Cold packs","Plastic Bottle","Opaque",NA,"N","AKDT"
"81",10000022,"Water","Surface Water","10000022-2025-04-30-Cu","2025-04-30","10:30:00.000000",NA,NA,60.483364,-151.057656,NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Copper","200.8","USEPA",NA,0,"ug/L","U","Sampled",NA,"Unfiltered","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",3,"ug/L","Method Detection Level",2.25,"ug/L",NA,"SGS",1251731009,"2025-05-02","15:51:00",NA,NA,"Cold packs","Plastic Bottle","Opaque",NA,"N","AKDT"
"82",10000022,"Water","Surface Water","10000022-2025-04-30-Cu","2025-04-30","10:30:00.000000",NA,NA,60.483364,-151.057656,NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Copper","200.8","USEPA",NA,0,"ug/L","U","Sampled",NA,"Dissolved","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",3,"ug/L","Method Detection Level",2.25,"ug/L",NA,"SGS",1251731033,"2025-05-02","20:01:00",NA,NA,"Cold packs","Plastic Bottle","Opaque",NA,"N","AKDT"
"83",10000022,"Water","Surface Water","10000022-2025-04-30-Pb","2025-04-30","10:30:00.000000",NA,NA,60.483364,-151.057656,NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Lead","200.8","USEPA",NA,0,"ug/L","U","Sampled",NA,"Dissolved","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",2,"ug/L","Method Detection Level",1.5,"ug/L",NA,"SGS",1251731033,"2025-05-02","20:01:00",NA,NA,"Cold packs","Plastic Bottle","Opaque",NA,"N","AKDT"
"84",10000022,"Water","Surface Water","10000022-2025-04-30-Cd-DUP","2025-04-30","10:42:00.000000",NA,NA,60.483364,-151.057656,NA,"Quality Control Field Replicate Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Cadmium","200.8","USEPA",NA,0,"ug/L","U","Sampled",NA,"Dissolved","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",0.5,"ug/L","Method Detection Level",0.375,"ug/L",NA,"SGS",1251731034,"2025-05-02","20:04:00",NA,NA,"Cold packs","Plastic Bottle","Opaque",NA,"N","AKDT"
"85",10000022,"Water","Surface Water","10000022-2025-04-30-Cr-DUP","2025-04-30","10:42:00.000000",NA,NA,60.483364,-151.057656,NA,"Quality Control Field Replicate Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Chromium","200.8","USEPA",NA,0,"ug/L","U","Sampled",NA,"Dissolved","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",5,"ug/L","Method Detection Level",3.75,"ug/L",NA,"SGS",1251731034,"2025-05-02","20:04:00",NA,NA,"Cold packs","Plastic Bottle","Opaque",NA,"N","AKDT"
"86",10000023,"Water","Surface Water","10000023-2025-04-30-Zn","2025-04-30","09:06:00.000000",NA,NA,60.480338,-151.030847,NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Zinc","200.8","USEPA",NA,0,"ug/L","U","Sampled",NA,"Unfiltered","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",10,"ug/L","Method Detection Level",7.5,"ug/L",NA,"SGS",1251731011,"2025-05-02","15:57:00",NA,NA,"Cold packs","Plastic Bottle","Opaque",NA,"N","AKDT"
"87",10000023,"Water","Surface Water","10000023-2025-04-30-Total P","2025-04-30","09:06:00.000000",NA,NA,60.480338,-151.030847,NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Total Phosphorus","4500-P-E","APHA",NA,0,"mg/L","U","Sampled",NA,"Total","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",0.04,"mg/L","Method Detection Level",0.03,"mg/L",NA,"SGS",1251731011,"2025-05-07","09:44:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","H2SO4","N","AKDT"
"88",10000023,"Water","Surface Water","10000023-2025-04-30-As","2025-04-30","09:06:00.000000",NA,NA,60.480338,-151.030847,NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Arsenic","200.8","USEPA",NA,0,"ug/L","U","Sampled",NA,"Dissolved","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",5,"ug/L","Method Detection Level",3.75,"ug/L",NA,"SGS",1251731035,"2025-05-08","10:56:00",NA,NA,"Cold packs","Plastic Bottle","Opaque",NA,"N","AKDT"
"89",10000023,"Water","Surface Water","10000023-2025-04-30-Cd","2025-04-30","09:06:00.000000",NA,NA,60.480338,-151.030847,NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Cadmium","200.8","USEPA",NA,0,"ug/L","U","Sampled",NA,"Dissolved","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",0.5,"ug/L","Method Detection Level",0.375,"ug/L",NA,"SGS",1251731035,"2025-05-08","10:56:00",NA,NA,"Cold packs","Plastic Bottle","Opaque",NA,"N","AKDT"
"90",10000025,"Water","Surface Water","10000025-2025-04-30-Cu","2025-04-30","10:26:00.000000",NA,NA,60.498284,-150.863121,NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Copper","200.8","USEPA",NA,0,"ug/L","U","Sampled",NA,"Unfiltered","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",3,"ug/L","Method Detection Level",2.25,"ug/L",NA,"SGS",1251731013,"2025-05-02","16:03:00",NA,NA,"Cold packs","Plastic Bottle","Opaque",NA,"N","AKDT"
"91",10000028,"Water","Surface Water","10000028-2025-04-30-Total P","2025-04-30","09:48:00.000000",NA,NA,60.489844,-150.636905,NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Total Phosphorus","4500-P-E","APHA",NA,0,"mg/L","U","Sampled",NA,"Total","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",0.04,"mg/L","Method Detection Level",0.03,"mg/L",NA,"SGS",1251731016,"2025-05-07","09:56:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","H2SO4","N","AKDT"
"92",10000031,"Water","Surface Water","10000031-2025-04-30-Fe","2025-04-30","10:45:00.000000",NA,NA,60.481392,-150.11502,NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Iron","200.8","USEPA",NA,0,"ug/L","U","Sampled",NA,"Unfiltered","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",250,"ug/L","Method Detection Level",188,"ug/L",NA,"SGS",1251731019,"2025-05-02","19:04:00",NA,NA,"Cold packs","Plastic Bottle","Opaque",NA,"N","AKDT"
"93",10000031,"Water","Surface Water","10000031-2025-04-30-Total P","2025-04-30","10:45:00.000000",NA,NA,60.481392,-150.11502,NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Total Phosphorus","4500-P-E","APHA",NA,0,"mg/L","U","Sampled",NA,"Total","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",0.04,"mg/L","Method Detection Level",0.03,"mg/L",NA,"SGS",1251731019,"2025-05-07","09:59:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","H2SO4","N","AKDT"
"94",10000032,"Water","Surface Water","10000032-2025-04-30-Fe","2025-04-30","10:05:00.000000",NA,NA,60.484622,-149.993955,NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Iron","200.8","USEPA",NA,0,"ug/L","U","Sampled",NA,"Unfiltered","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",250,"ug/L","Method Detection Level",188,"ug/L",NA,"SGS",1251731020,"2025-05-02","19:07:00",NA,NA,"Cold packs","Plastic Bottle","Opaque",NA,"N","AKDT"
"95",10000032,"Water","Surface Water","10000032-2025-04-30-Total P","2025-04-30","10:05:00.000000",NA,NA,60.484622,-149.993955,NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Total Phosphorus","4500-P-E","APHA",NA,0,"mg/L","U","Sampled",NA,"Total","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",0.04,"mg/L","Method Detection Level",0.03,"mg/L",NA,"SGS",1251731020,"2025-05-07","09:59:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","H2SO4","N","AKDT"
